Date,Open,Close,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_roll_mean_3,Close_roll_mean_7
2024-07-12,5590.759765625,5615.35009765625,5584.5400390625,5633.91015625,5576.97998046875,5572.85009765625,5567.18994140625,5611.266764322917,5583.977190290178
2024-07-15,5638.16015625,5631.22021484375,5615.35009765625,5584.5400390625,5633.91015625,5576.97998046875,5572.85009765625,5610.3701171875,5597.434361049107
2024-07-16,5644.08984375,5667.2001953125,5631.22021484375,5615.35009765625,5584.5400390625,5633.91015625,5576.97998046875,5637.923502604167,5611.721540178572
2024-07-17,5610.06982421875,5588.27001953125,5667.2001953125,5631.22021484375,5615.35009765625,5584.5400390625,5633.91015625,5628.896809895833,5613.924386160715
2024-07-18,5608.56005859375,5544.58984375,5588.27001953125,5667.2001953125,5631.22021484375,5615.35009765625,5584.5400390625,5600.02001953125,5609.297223772322
2024-07-19,5543.3701171875,5505.0,5544.58984375,5588.27001953125,5667.2001953125,5631.22021484375,5615.35009765625,5545.953287760417,5590.881487165178
2024-07-22,5544.5400390625,5564.41015625,5505.0,5544.58984375,5588.27001953125,5667.2001953125,5631.22021484375,5538.0,5588.005789620535
2024-07-23,5565.2998046875,5555.740234375,5564.41015625,5505.0,5544.58984375,5588.27001953125,5667.2001953125,5541.716796875,5579.490094866072
2024-07-24,5505.83984375,5427.1298828125,5555.740234375,5564.41015625,5505.0,5544.58984375,5588.27001953125,5515.760091145833,5550.334333147322
2024-07-25,5428.7001953125,5399.22021484375,5427.1298828125,5555.740234375,5564.41015625,5505.0,5544.58984375,5460.69677734375,5512.051478794643
2024-07-26,5433.669921875,5459.10009765625,5399.22021484375,5427.1298828125,5555.740234375,5564.41015625,5505.0,5428.4833984375,5493.5986328125
2024-07-29,5476.5498046875,5463.5400390625,5459.10009765625,5399.22021484375,5427.1298828125,5555.740234375,5564.41015625,5440.6201171875,5482.020089285715
2024-07-30,5478.72998046875,5436.43994140625,5463.5400390625,5459.10009765625,5399.22021484375,5427.1298828125,5555.740234375,5453.026692708333,5472.225795200893
2024-07-31,5505.58984375,5522.2998046875,5436.43994140625,5463.5400390625,5459.10009765625,5399.22021484375,5427.1298828125,5474.09326171875,5466.210030691965
2024-08-01,5537.83984375,5446.68017578125,5522.2998046875,5436.43994140625,5463.5400390625,5459.10009765625,5399.22021484375,5468.473307291667,5450.630022321428
2024-08-02,5376.6298828125,5346.56005859375,5446.68017578125,5522.2998046875,5436.43994140625,5463.5400390625,5459.10009765625,5438.513346354167,5439.120047433035
2024-08-05,5151.14013671875,5186.330078125,5346.56005859375,5446.68017578125,5522.2998046875,5436.43994140625,5463.5400390625,5326.5234375,5408.707170758928
2024-08-06,5206.419921875,5240.02978515625,5186.330078125,5346.56005859375,5446.68017578125,5522.2998046875,5436.43994140625,5257.639973958333,5377.411411830357
2024-08-07,5293.1298828125,5199.5,5240.02978515625,5186.330078125,5346.56005859375,5446.68017578125,5522.2998046875,5208.619954427083,5339.69140625
2024-08-08,5252.56982421875,5319.31005859375,5199.5,5240.02978515625,5186.330078125,5346.56005859375,5446.68017578125,5252.946614583333,5322.958565848215
2024-08-09,5314.66015625,5344.16015625,5319.31005859375,5199.5,5240.02978515625,5186.330078125,5346.56005859375,5287.65673828125,5297.510044642857
2024-08-12,5351.8798828125,5344.39013671875,5344.16015625,5319.31005859375,5199.5,5240.02978515625,5186.330078125,5335.953450520833,5282.897181919643
2024-08-13,5376.97998046875,5434.43017578125,5344.39013671875,5344.16015625,5319.31005859375,5199.5,5240.02978515625,5374.326822916667,5295.450055803572
2024-08-14,5442.35986328125,5455.2099609375,5434.43017578125,5344.39013671875,5344.16015625,5319.31005859375,5199.5,5411.343424479167,5333.861467633928
2024-08-15,5501.1298828125,5543.22021484375,5455.2099609375,5434.43017578125,5344.39013671875,5344.16015625,5319.31005859375,5477.6201171875,5377.174386160715
2024-08-16,5530.5,5554.25,5543.22021484375,5455.2099609375,5434.43017578125,5344.39013671875,5344.16015625,5517.56005859375,5427.852957589285
2024-08-19,5557.22998046875,5608.25,5554.25,5543.22021484375,5455.2099609375,5434.43017578125,5344.39013671875,5568.573404947917,5469.130092075893
2024-08-20,5602.8798828125,5597.1201171875,5608.25,5554.25,5543.22021484375,5455.2099609375,5434.43017578125,5586.5400390625,5505.267229352678
2024-08-21,5603.08984375,5620.85009765625,5597.1201171875,5608.25,5554.25,5543.22021484375,5455.2099609375,5608.740071614583,5544.761509486607
2024-08-22,5637.77001953125,5570.64013671875,5620.85009765625,5597.1201171875,5608.25,5554.25,5543.22021484375,5596.203450520833,5564.220075334822
2024-08-23,5602.490234375,5634.60986328125,5570.64013671875,5620.85009765625,5597.1201171875,5608.25,5554.25,5608.700032552083,5589.8486328125
2024-08-26,5639.66015625,5616.83984375,5634.60986328125,5570.64013671875,5620.85009765625,5597.1201171875,5608.25,5607.36328125,5600.36572265625
2024-08-27,5602.89013671875,5625.7998046875,5616.83984375,5634.60986328125,5570.64013671875,5620.85009765625,5597.1201171875,5625.749837239583,5610.587123325893
2024-08-28,5624.509765625,5592.18017578125,5625.7998046875,5616.83984375,5634.60986328125,5570.64013671875,5620.85009765625,5611.606608072917,5608.291434151785
2024-08-29,5607.2998046875,5591.9599609375,5592.18017578125,5625.7998046875,5616.83984375,5634.60986328125,5570.64013671875,5603.313313802083,5607.554268973215
2024-08-30,5612.740234375,5648.39990234375,5591.9599609375,5592.18017578125,5625.7998046875,5616.83984375,5634.60986328125,5610.8466796875,5611.489955357143
2024-09-03,5623.89013671875,5528.93017578125,5648.39990234375,5591.9599609375,5592.18017578125,5625.7998046875,5616.83984375,5589.763346354167,5605.531389508928
2024-09-04,5506.68017578125,5520.06982421875,5528.93017578125,5648.39990234375,5591.9599609375,5592.18017578125,5625.7998046875,5565.799967447917,5589.168526785715
2024-09-05,5520.080078125,5503.41015625,5520.06982421875,5528.93017578125,5648.39990234375,5591.9599609375,5592.18017578125,5517.470052083333,5572.964285714285
2024-09-06,5507.330078125,5408.419921875,5503.41015625,5520.06982421875,5528.93017578125,5648.39990234375,5591.9599609375,5477.299967447917,5541.910016741072
2024-09-09,5442.06982421875,5471.0498046875,5408.419921875,5503.41015625,5520.06982421875,5528.93017578125,5648.39990234375,5460.9599609375,5524.605678013393
2024-09-10,5490.509765625,5495.52001953125,5471.0498046875,5408.419921875,5503.41015625,5520.06982421875,5528.93017578125,5458.329915364583,5510.828543526785
2024-09-11,5496.419921875,5554.1298828125,5495.52001953125,5471.0498046875,5408.419921875,5503.41015625,5520.06982421875,5506.89990234375,5497.361397879465
2024-09-12,5557.47998046875,5595.759765625,5554.1298828125,5495.52001953125,5471.0498046875,5408.419921875,5503.41015625,5548.469889322917,5506.908482142857
2024-09-13,5603.33984375,5626.02001953125,5595.759765625,5554.1298828125,5495.52001953125,5471.0498046875,5408.419921875,5591.969889322917,5522.044224330357
2024-09-16,5615.2099609375,5633.08984375,5626.02001953125,5595.759765625,5554.1298828125,5495.52001953125,5471.0498046875,5618.289876302083,5540.569893973215
2024-09-17,5655.509765625,5634.580078125,5633.08984375,5626.02001953125,5595.759765625,5554.1298828125,5495.52001953125,5631.22998046875,5572.878487723215
2024-09-18,5641.68017578125,5618.259765625,5634.580078125,5633.08984375,5626.02001953125,5595.759765625,5554.1298828125,5628.643229166667,5593.908482142857
2024-09-19,5702.6298828125,5713.64013671875,5618.259765625,5634.580078125,5633.08984375,5626.02001953125,5595.759765625,5655.493326822917,5625.068498883928
2024-09-20,5709.64013671875,5702.5498046875,5713.64013671875,5618.259765625,5634.580078125,5633.08984375,5626.02001953125,5678.14990234375,5646.271344866072
2024-09-23,5711.89990234375,5718.56982421875,5702.5498046875,5713.64013671875,5618.259765625,5634.580078125,5633.08984375,5711.586588541667,5663.815638950893
2024-09-24,5727.66015625,5732.93017578125,5718.56982421875,5702.5498046875,5713.64013671875,5618.259765625,5634.580078125,5718.0166015625,5679.088518415178
2024-09-25,5733.64990234375,5722.259765625,5732.93017578125,5718.56982421875,5702.5498046875,5713.64013671875,5618.259765625,5724.586588541667,5691.827078683035
2024-09-26,5762.22021484375,5745.3701171875,5722.259765625,5732.93017578125,5718.56982421875,5702.5498046875,5713.64013671875,5733.52001953125,5707.654227120535
2024-09-27,5755.35986328125,5738.169921875,5745.3701171875,5722.259765625,5732.93017578125,5718.56982421875,5702.5498046875,5735.2666015625,5724.784249441965
2024-09-30,5726.52001953125,5762.47998046875,5738.169921875,5745.3701171875,5722.259765625,5732.93017578125,5718.56982421875,5748.67333984375,5731.761369977678
2024-10-01,5757.72998046875,5708.75,5762.47998046875,5738.169921875,5745.3701171875,5722.259765625,5732.93017578125,5736.466634114583,5732.647112165178
2024-10-02,5698.14013671875,5709.5400390625,5708.75,5762.47998046875,5738.169921875,5745.3701171875,5722.259765625,5726.92333984375,5731.357142857143
2024-10-03,5698.18994140625,5699.93994140625,5709.5400390625,5708.75,5762.47998046875,5738.169921875,5745.3701171875,5706.07666015625,5726.644252232143
2024-10-04,5737.47998046875,5751.06982421875,5699.93994140625,5709.5400390625,5708.75,5762.47998046875,5738.169921875,5720.183268229167,5730.759974888393
2024-10-07,5737.7998046875,5695.93994140625,5751.06982421875,5699.93994140625,5709.5400390625,5708.75,5762.47998046875,5715.64990234375,5723.698521205357
2024-10-08,5719.14013671875,5751.1298828125,5695.93994140625,5751.06982421875,5699.93994140625,5709.5400390625,5708.75,5732.713216145833,5725.549944196428
2024-10-09,5751.7998046875,5792.0400390625,5751.1298828125,5695.93994140625,5751.06982421875,5699.93994140625,5709.5400390625,5746.369954427083,5729.772809709822
2024-10-10,5778.35986328125,5780.0498046875,5792.0400390625,5751.1298828125,5695.93994140625,5751.06982421875,5699.93994140625,5774.406575520833,5739.95849609375
2024-10-11,5775.08984375,5815.02978515625,5780.0498046875,5792.0400390625,5751.1298828125,5695.93994140625,5751.06982421875,5795.70654296875,5755.028459821428
2024-10-14,5829.81005859375,5859.85009765625,5815.02978515625,5780.0498046875,5792.0400390625,5751.1298828125,5695.93994140625,5818.309895833333,5777.872767857143
2024-10-15,5866.740234375,5815.259765625,5859.85009765625,5815.02978515625,5780.0498046875,5792.0400390625,5751.1298828125,5830.046549479167,5787.042759486607
2024-10-16,5816.580078125,5842.47021484375,5815.259765625,5859.85009765625,5815.02978515625,5780.0498046875,5792.0400390625,5839.193359375,5807.975655691965
2024-10-17,5875.6201171875,5841.47021484375,5842.47021484375,5815.259765625,5859.85009765625,5815.02978515625,5780.0498046875,5833.066731770833,5820.881417410715
2024-10-18,5859.43017578125,5864.669921875,5841.47021484375,5842.47021484375,5815.259765625,5859.85009765625,5815.02978515625,5849.536783854167,5831.257114955357
2024-10-21,5857.81982421875,5853.97998046875,5864.669921875,5841.47021484375,5842.47021484375,5815.259765625,5859.85009765625,5853.373372395833,5841.818568638393
2024-10-22,5832.7001953125,5851.2001953125,5853.97998046875,5864.669921875,5841.47021484375,5842.47021484375,5815.259765625,5856.61669921875,5846.985770089285
2024-10-23,5834.5,5797.419921875,5851.2001953125,5853.97998046875,5864.669921875,5841.47021484375,5842.47021484375,5834.200032552083,5838.067173549107
2024-10-24,5817.7998046875,5809.85986328125,5797.419921875,5851.2001953125,5853.97998046875,5864.669921875,5841.47021484375,5819.493326822917,5837.295758928572
2024-10-25,5826.75,5808.1201171875,5809.85986328125,5797.419921875,5851.2001953125,5853.97998046875,5864.669921875,5805.13330078125,5832.388602120535
2024-10-28,5833.93017578125,5823.52001953125,5808.1201171875,5809.85986328125,5797.419921875,5851.2001953125,5853.97998046875,5813.833333333333,5829.824288504465
2024-10-29,5819.68017578125,5832.919921875,5823.52001953125,5808.1201171875,5809.85986328125,5797.419921875,5851.2001953125,5821.52001953125,5825.28857421875
2024-10-30,5832.64990234375,5813.669921875,5832.919921875,5823.52001953125,5808.1201171875,5809.85986328125,5797.419921875,5823.369954427083,5819.529994419643
2024-10-31,5775.33984375,5705.4501953125,5813.669921875,5832.919921875,5823.52001953125,5808.1201171875,5809.85986328125,5784.013346354167,5798.708565848215
2024-11-01,5723.22021484375,5728.7998046875,5705.4501953125,5813.669921875,5832.919921875,5823.52001953125,5808.1201171875,5749.306640625,5788.905691964285
2024-11-04,5725.14990234375,5712.68994140625,5728.7998046875,5705.4501953125,5813.669921875,5832.919921875,5823.52001953125,5715.646647135417,5775.024274553572
2024-11-05,5722.43017578125,5782.759765625,5712.68994140625,5728.7998046875,5705.4501953125,5813.669921875,5832.919921875,5741.41650390625,5771.4013671875
2024-11-06,5864.89013671875,5929.0400390625,5782.759765625,5712.68994140625,5728.7998046875,5705.4501953125,5813.669921875,5808.163248697917,5786.475655691965
2024-11-07,5947.2099609375,5973.10009765625,5929.0400390625,5782.759765625,5712.68994140625,5728.7998046875,5705.4501953125,5894.966634114583,5806.501395089285
2024-11-08,5976.759765625,5995.5400390625,5973.10009765625,5929.0400390625,5782.759765625,5712.68994140625,5728.7998046875,5965.893391927083,5832.482840401785
2024-11-11,6008.85986328125,6001.35009765625,5995.5400390625,5973.10009765625,5929.0400390625,5782.759765625,5712.68994140625,5989.996744791667,5874.754255022322
2024-11-12,6003.60009765625,5983.990234375,6001.35009765625,5995.5400390625,5973.10009765625,5929.0400390625,5782.759765625,5993.626790364583,5911.210030691965
2024-11-13,5985.75,5985.3798828125,5983.990234375,6001.35009765625,5995.5400390625,5973.10009765625,5929.0400390625,5990.240071614583,5950.165736607143
2024-11-14,5989.68017578125,5949.169921875,5985.3798828125,5983.990234375,6001.35009765625,5995.5400390625,5973.10009765625,5972.8466796875,5973.938616071428
2024-11-15,5912.7900390625,5870.6201171875,5949.169921875,5985.3798828125,5983.990234375,6001.35009765625,5995.5400390625,5935.056640625,5965.592912946428
2024-11-18,5874.169921875,5893.6201171875,5870.6201171875,5949.169921875,5985.3798828125,5983.990234375,6001.35009765625,5904.470052083333,5954.238630022322
2024-11-19,5870.0498046875,5916.97998046875,5893.6201171875,5870.6201171875,5949.169921875,5985.3798828125,5983.990234375,5893.740071614583,5943.015764508928
2024-11-20,5914.33984375,5917.10986328125,5916.97998046875,5893.6201171875,5870.6201171875,5949.169921875,5985.3798828125,5909.236653645833,5930.9814453125
2024-11-21,5940.580078125,5948.7099609375,5917.10986328125,5916.97998046875,5893.6201171875,5870.6201171875,5949.169921875,5927.599934895833,5925.94140625
2024-11-22,5944.35986328125,5969.33984375,5948.7099609375,5917.10986328125,5916.97998046875,5893.6201171875,5870.6201171875,5945.05322265625,5923.649972098215
2024-11-25,5992.27978515625,5987.3701171875,5969.33984375,5948.7099609375,5917.10986328125,5916.97998046875,5893.6201171875,5968.473307291667,5929.107142857143
2024-11-26,6000.02978515625,6021.6298828125,5987.3701171875,5969.33984375,5948.7099609375,5917.10986328125,5916.97998046875,5992.779947916667,5950.679966517857
2024-11-27,6014.10986328125,5998.740234375,6021.6298828125,5987.3701171875,5969.33984375,5948.7099609375,5917.10986328125,6002.580078125,5965.697126116072
2024-11-29,6003.97998046875,6032.3798828125,5998.740234375,6021.6298828125,5987.3701171875,5969.33984375,5948.7099609375,6017.583333333333,5982.182826450893
2024-12-02,6040.10986328125,6047.14990234375,6032.3798828125,5998.740234375,6021.6298828125,5987.3701171875,5969.33984375,6026.090006510417,6000.759974888393
2024-12-03,6042.97021484375,6049.8798828125,6047.14990234375,6032.3798828125,5998.740234375,6021.6298828125,5987.3701171875,6043.136555989583,6015.212820870535
2024-12-04,6069.39013671875,6086.490234375,6049.8798828125,6047.14990234375,6032.3798828125,5998.740234375,6021.6298828125,6061.17333984375,6031.948590959822
2024-12-05,6089.02978515625,6075.10986328125,6086.490234375,6049.8798828125,6047.14990234375,6032.3798828125,5998.740234375,6070.493326822917,6044.482840401785
2024-12-06,6081.3798828125,6090.27001953125,6075.10986328125,6086.490234375,6049.8798828125,6047.14990234375,6032.3798828125,6083.956705729167,6054.28857421875
2024-12-09,6083.009765625,6052.85009765625,6090.27001953125,6075.10986328125,6086.490234375,6049.8798828125,6047.14990234375,6072.743326822917,6062.0185546875
2024-12-10,6057.58984375,6034.91015625,6052.85009765625,6090.27001953125,6075.10986328125,6086.490234375,6049.8798828125,6059.343424479167,6062.380022321428
2024-12-11,6060.14990234375,6084.18994140625,6034.91015625,6052.85009765625,6090.27001953125,6075.10986328125,6086.490234375,6057.316731770833,6067.671456473215
2024-12-12,6074.2900390625,6051.25,6084.18994140625,6034.91015625,6052.85009765625,6090.27001953125,6075.10986328125,6056.783365885417,6067.8671875
2024-12-13,6068.169921875,6051.08984375,6051.25,6084.18994140625,6034.91015625,6052.85009765625,6090.27001953125,6062.176595052083,6062.809988839285
2024-12-16,6063.7900390625,6074.080078125,6051.08984375,6051.25,6084.18994140625,6034.91015625,6052.85009765625,6058.806640625,6062.662876674107
2024-12-17,6052.5498046875,6050.60986328125,6074.080078125,6051.08984375,6051.25,6084.18994140625,6034.91015625,6058.59326171875,6056.997140066965
2024-12-18,6047.64990234375,5872.16015625,6050.60986328125,6074.080078125,6051.08984375,6051.25,6084.18994140625,5998.950032552083,6031.184291294643
2024-12-19,5912.7099609375,5867.080078125,5872.16015625,6050.60986328125,6074.080078125,6051.08984375,6051.25,5929.950032552083,6007.208565848215
2024-12-20,5842.0,5930.85009765625,5867.080078125,5872.16015625,6050.60986328125,6074.080078125,6051.08984375,5890.030110677083,5985.302873883928
2024-12-23,5940.25,5974.06982421875,5930.85009765625,5867.080078125,5872.16015625,6050.60986328125,6074.080078125,5924.0,5974.277134486607
2024-12-24,5984.6298828125,6040.0400390625,5974.06982421875,5930.85009765625,5867.080078125,5872.16015625,6050.60986328125,5981.6533203125,5972.698590959822
2024-12-26,6024.97021484375,6037.58984375,6040.0400390625,5974.06982421875,5930.85009765625,5867.080078125,5872.16015625,6017.233235677083,5967.485700334822
2024-12-27,6006.169921875,5970.83984375,6037.58984375,6040.0400390625,5974.06982421875,5930.85009765625,5867.080078125,6016.156575520833,5956.089983258928
2024-12-30,5920.669921875,5906.93994140625,5970.83984375,6037.58984375,6040.0400390625,5974.06982421875,5930.85009765625,5971.789876302083,5961.058523995535
2024-12-31,5919.740234375,5881.6298828125,5906.93994140625,5970.83984375,6037.58984375,6040.0400390625,5974.06982421875,5919.80322265625,5963.137067522322
2025-01-02,5903.259765625,5868.5498046875,5881.6298828125,5906.93994140625,5970.83984375,6037.58984375,6040.0400390625,5885.70654296875,5954.237025669643
